74.0000,123.366,119.925,116.088,135.527,119.943,124.152,130.687,116.893,151.221,133.804,125.521,129.775,131.810,120.934,121.085,129.375,116.730,124.648,144.061,125.958,160.296,121.877,124.340,130.146,119.932,129.026,151.701,115.172,136.786,110.663,127.707,113.563,114.526,122.026,132.642,113.582,134.472,125.103,130.820,154.640,141.728,116.734,126.795,124.076,146.496,135.816,119.680,126.421,135.373,115.161,127.364,117.657,114.335,118.055,121.061,114.803,124.257,129.738,129.747,114.495,116.374,141.663,128.532,127.651,118.828,117.661,141.656,138.829,149.367,113.497,119.823,116.561,128.955,147.310,141.580,117.495,127.348,123.872,114.718,118.288,120.975,128.936,171.787,114.952,116.458,128.296,115.440,128.395,119.742,118.410,124.585,113.323,131.459,142.064,116.335,134.476,126.007,115.561,143.989,136.034,123.240,114.847,122.484,121.659,114.500,119.065,118.240,122.622,119.775,115.276,130.550,126.387,119.306,125.661,120.078,126.259,125.945,117.813,119.912,114.028,117.290,111.922,126.449,120.674,131.301,115.330,119.287,118.182,139.933,115.505,113.539,111.696,119.116,122.362,113.409,113.962,115.416,126.205,127.286,138.483,128.017,126.159,136.264,146.069,135.628,126.632,119.530,119.557,115.906,143.811,123.530,117.511,113.762,134.224,118.199,120.606,131.147,136.832,119.463,141.759,124.155,123.951,128.587,120.041,118.019,121.735,160.998,118.028,122.618,136.962,111.081,131.200,118.721,116.753,127.849,122.883,116.710,122.337,119.445,121.588,116.904,128.923,137.643,122.478,122.509,126.558,122.653,124.285,116.536,117.594,121.851,115.431,122.159,121.965,121.551,122.297,116.696,119.885,115.308,130.771
76.0000,123.326,119.889,116.048,135.502,119.904,124.120,130.664,116.855,151.270,133.773,125.486,129.738,131.769,120.901,121.052,129.335,116.697,124.605,143.936,125.918,160.286,121.847,124.303,130.106,119.896,129.004,151.744,115.138,136.718,110.625,127.677,113.530,114.490,121.994,132.606,113.545,134.398,125.069,130.775,154.628,141.692,116.703,126.755,124.050,146.476,135.787,119.648,126.392,135.370,115.126,127.313,117.620,114.299,118.019,121.027,114.768,124.221,129.695,129.710,114.460,116.342,141.616,128.499,127.610,118.800,117.625,141.567,138.822,149.227,113.464,119.786,116.521,128.927,147.344,141.563,117.463,127.320,123.832,114.681,118.253,120.937,128.891,173.729,114.918,116.423,128.255,115.402,128.362,119.710,118.376,124.554,113.293,131.431,142.035,116.300,134.455,125.967,115.528,143.962,135.998,123.199,114.812,122.448,121.620,114.469,119.027,118.205,122.587,119.742,115.238,130.516,126.356,119.276,125.623,120.041,126.221,125.918,117.778,119.874,113.994,117.255,111.887,126.413,120.637,131.260,115.297,119.254,118.147,139.906,115.471,113.504,111.666,119.081,122.327,113.375,113.930,115.381,126.178,127.259,138.418,127.988,126.124,136.226,145.985,135.592,126.592,119.491,119.519,115.869,143.779,123.494,117.474,113.729,134.192,118.166,120.576,131.114,136.829,119.429,141.673,124.123,123.918,128.553,120.005,117.982,121.701,161.374,117.992,122.588,136.941,111.043,131.164,118.688,116.719,127.805,122.846,116.676,122.295,119.409,121.550,116.868,128.878,137.596,122.442,122.470,126.522,122.617,124.252,116.498,117.559,121.814,115.398,122.129,121.931,121.518,122.261,116.657,119.857,115.271,130.739
78.0000,123.287,119.855,116.009,135.477,119.865,124.088,130.641,116.817,151.321,133.743,125.452,129.701,131.728,120.869,121.019,129.296,116.665,124.563,143.813,125.880,160.277,121.819,124.267,130.067,119.861,128.983,151.789,115.105,136.652,110.588,127.647,113.498,114.454,121.962,132.570,113.509,134.324,125.037,130.731,154.619,141.656,116.672,126.715,124.024,146.458,135.759,119.618,126.363,135.368,115.093,127.263,117.584,114.263,117.984,120.994,114.734,124.186,129.652,129.674,114.426,116.311,141.570,128.467,127.570,118.774,117.590,141.478,138.816,149.088,113.432,119.749,116.482,128.900,147.380,141.547,117.431,127.292,123.793,114.646,118.218,120.899,128.847,176.297,114.885,116.389,128.216,115.365,128.330,119.679,118.342,124.524,113.263,131.404,142.008,116.265,134.434,125.928,115.495,143.935,135.964,123.158,114.778,122.412,121.583,114.438,118.990,118.170,122.552,119.710,115.200,130.482,126.326,119.248,125.586,120.005,126.184,125.891,117.743,119.836,113.961,117.220,111.852,126.378,120.601,131.219,115.265,119.222,118.112,139.880,115.438,113.471,111.637,119.047,122.293,113.342,113.898,115.348,126.151,127.232,138.354,127.959,126.091,136.188,145.902,135.557,126.554,119.453,119.482,115.833,143.747,123.458,117.439,113.696,134.161,118.133,120.546,131.082,136.827,119.395,141.587,124.092,123.884,128.520,119.969,117.945,121.668,161.774,117.956,122.559,136.922,111.005,131.129,118.656,116.685,127.762,122.810,116.643,122.254,119.374,121.513,116.832,128.834,137.548,122.407,122.431,126.487,122.583,124.220,116.461,117.525,121.778,115.365,122.100,121.897,121.487,122.225,116.618,119.829,115.235,130.708
80.0000,123.248,119.821,115.971,135.454,119.827,124.058,130.619,116.781,151.375,133.713,125.419,129.665,131.689,120.837,120.988,129.257,116.634,124.522,143.690,125.842,160.269,121.791,124.232,130.028,119.826,128.963,151.836,115.073,136.585,110.552,127.619,113.467,114.420,121.931,132.535,113.474,134.250,125.005,130.687,154.613,141.622,116.642,126.676,123.999,146.441,135.732,119.588,126.336,135.367,115.060,127.214,117.548,114.228,117.950,120.962,114.701,124.151,129.610,129.638,114.393,116.281,141.524,128.436,127.530,118.748,117.555,141.390,138.811,148.949,113.401,119.713,116.444,128.873,147.417,141.532,117.401,127.265,123.754,114.611,118.184,120.863,128.804,180.061,114.853,116.356,128.177,115.328,128.299,119.648,118.309,124.495,113.235,131.377,141.981,116.231,134.415,125.890,115.464,143.910,135.930,123.118,114.744,122.377,121.545,114.407,118.953,118.136,122.519,119.679,115.163,130.449,126.296,119.221,125.549,119.969,126.148,125.865,117.709,119.799,113.928,117.186,111.818,126.343,120.566,131.179,115.234,119.190,118.078,139.855,115.405,113.438,111.610,119.014,122.260,113.309,113.868,115.315,126.126,127.207,138.291,127.931,126.058,136.150,145.819,135.522,126.516,119.415,119.446,115.797,143.716,123.423,117.404,113.664,134.130,118.100,120.517,131.050,136.826,119.363,141.502,124.061,123.852,128.487,119.934,117.910,121.636,162.200,117.921,122.530,136.903,110.968,131.095,118.625,116.652,127.719,122.775,116.611,122.214,119.339,121.477,116.796,128.790,137.502,122.372,122.393,126.453,122.549,124.189,116.425,117.492,121.742,115.333,122.072,121.864,121.456,122.191,116.580,119.802,115.200,130.677
82.0000,123.210,119.788,115.933,135.431,119.789,124.028,130.598,116.745,151.432,133.684,125.386,129.630,131.650,120.806,120.957,129.219,116.604,124.482,143.568,125.805,160.263,121.764,124.197,129.990,119.792,128.943,151.886,115.042,136.519,110.516,127.591,113.437,114.386,121.902,132.501,113.440,134.177,124.974,130.643,154.610,141.589,116.613,126.637,123.975,146.425,135.705,119.559,126.309,135.368,115.029,127.165,117.513,114.193,117.917,120.931,114.668,124.117,129.569,129.603,114.361,116.251,141.479,128.405,127.491,118.724,117.522,141.303,138.807,148.811,113.371,119.678,116.406,128.848,147.456,141.518,117.371,127.239,123.716,114.577,118.152,120.827,128.761,187.069,114.821,116.324,128.139,115.292,128.268,119.619,118.277,124.467,113.208,131.351,141.954,116.198,134.396,125.853,115.433,143.884,135.897,123.079,114.711,122.342,121.509,114.378,118.917,118.102,122.485,119.649,115.127,130.417,126.268,119.194,125.513,119.934,126.113,125.840,117.676,119.763,113.897,117.153,111.785,126.309,120.532,131.140,115.203,119.159,118.045,139.831,115.373,113.406,111.583,118.982,122.227,113.277,113.837,115.283,126.101,127.183,138.228,127.904,126.026,136.114,145.737,135.488,126.479,119.378,119.411,115.762,143.687,123.389,117.369,113.633,134.100,118.069,120.489,131.020,136.827,119.331,141.417,124.032,123.821,128.455,119.900,117.874,121.605,162.655,117.887,122.502,136.885,110.931,131.061,118.595,116.620,127.677,122.741,116.579,122.174,119.305,121.441,116.762,128.747,137.456,122.339,122.355,126.419,122.516,124.158,116.389,117.459,121.707,115.302,122.044,121.832,121.425,122.157,116.543,119.776,115.165,130.647
84.0000,123.173,119.756,115.896,135.410,119.753,124.000,130.578,116.710,151.492,133.656,125.354,129.596,131.612,120.776,120.927,129.182,116.574,124.442,143.446,125.768,160.259,121.738,124.163,129.953,119.759,128.925,151.938,115.012,136.454,110.481,127.564,113.408,114.352,121.872,132.467,113.406,134.104,124.943,130.601,154.611,141.556,116.584,126.600,123.953,146.412,135.680,119.531,126.284,135.371,114.997,127.116,117.479,114.159,117.884,120.900,114.637,124.084,129.527,129.569,114.329,116.222,141.434,128.375,127.453,118.701,117.489,141.215,138.805,148.674,113.342,119.644,116.369,128.823,147.498,141.506,117.342,127.215,123.679,114.544,118.119,120.792,128.719,198.204,114.791,116.293,128.101,115.257,128.238,119.590,118.246,124.440,113.182,131.326,141.928,116.166,134.378,125.816,115.403,143.860,135.865,123.040,114.679,122.309,121.473,114.349,118.882,118.069,122.453,119.619,115.092,130.385,126.240,119.168,125.478,119.900,126.078,125.816,117.644,119.728,113.865,117.121,111.752,126.276,120.499,131.101,115.173,119.129,118.012,139.808,115.342,113.374,111.557,118.950,122.195,113.246,113.808,115.252,126.078,127.159,138.165,127.878,125.995,136.078,145.655,135.455,126.442,119.342,119.376,115.728,143.658,123.356,117.336,113.603,134.071,118.039,120.462,130.990,136.829,119.300,141.333,124.003,123.790,128.424,119.866,117.840,121.574,163.143,117.854,122.475,136.869,110.896,131.028,118.565,116.589,127.636,122.707,116.548,122.135,119.272,121.406,116.728,128.705,137.410,122.306,122.319,126.386,122.484,124.128,116.353,117.428,121.672,115.272,122.018,121.800,121.396,122.124,116.506,119.751,115.132,130.618
86.0000,123.137,119.725,115.860,135.389,119.716,123.972,130.559,116.675,151.555,133.628,125.323,129.562,131.575,120.746,120.898,129.146,116.545,124.404,143.326,125.733,160.255,121.713,124.129,129.916,119.726,128.908,151.993,114.983,136.389,110.447,127.537,113.380,114.320,121.844,132.434,113.373,134.031,124.914,130.558,154.614,141.525,116.557,126.564,123.931,146.400,135.655,119.504,126.259,135.374,114.967,127.068,117.445,114.126,117.852,120.870,114.606,124.052,129.487,129.535,114.298,116.194,141.390,128.346,127.415,118.679,117.457,141.128,138.804,148.538,113.313,119.610,116.332,128.800,147.541,141.495,117.314,127.191,123.642,114.512,118.088,120.757,128.678,183.161,114.761,116.262,128.064,115.222,128.209,119.562,118.215,124.413,113.156,131.301,141.903,116.134,134.361,125.781,115.373,143.836,135.835,123.003,114.647,122.276,121.438,114.322,118.848,118.037,122.421,119.591,115.057,130.355,126.213,119.144,125.444,119.866,126.044,125.793,117.613,119.693,113.835,117.089,111.721,126.244,120.466,131.064,115.144,119.100,117.981,139.786,115.312,113.343,111.531,118.919,122.164,113.216,113.780,115.221,126.055,127.136,138.103,127.853,125.964,136.043,145.573,135.423,126.406,119.306,119.342,115.695,143.630,123.323,117.303,113.574,134.043,118.009,120.435,130.961,136.833,119.270,141.249,123.975,123.760,128.394,119.834,117.807,121.544,163.667,117.821,122.448,136.853,110.861,130.996,118.536,116.558,127.595,122.674,116.518,122.097,119.240,121.372,116.695,128.663,137.365,122.274,122.283,126.354,122.453,124.099,116.319,117.397,121.638,115.243,121.992,121.769,121.367,122.091,116.470,119.727,115.099,130.590
88.0000,123.102,119.694,115.824,135.370,119.681,123.945,130.541,116.642,151.622,133.602,125.293,129.530,131.539,120.718,120.869,129.111,116.517,124.366,143.206,125.698,160.253,121.688,124.096,129.880,119.695,128.891,152.049,114.955,136.324,110.414,127.512,113.353,114.288,121.817,132.402,113.341,133.960,124.885,130.517,154.620,141.494,116.530,126.528,123.911,146.389,135.630,119.477,126.236,135.380,114.938,127.021,117.412,114.094,117.822,120.841,114.575,124.021,129.447,129.502,114.268,116.167,141.347,128.318,127.379,118.658,117.425,141.042,138.803,148.403,113.286,119.577,116.296,128.777,147.586,141.485,117.287,127.168,123.605,114.480,118.058,120.724,128.637,177.846,114.732,116.232,128.028,115.188,128.181,119.534,118.185,124.388,113.132,131.278,141.878,116.103,134.346,125.746,115.345,143.812,135.805,122.965,114.616,122.243,121.404,114.295,118.814,118.006,122.390,119.563,115.023,130.325,126.187,119.120,125.410,119.834,126.011,125.771,117.583,119.659,113.806,117.058,111.689,126.213,120.434,131.027,115.115,119.071,117.950,139.765,115.283,113.313,111.507,118.889,122.134,113.187,113.752,115.192,126.033,127.115,138.042,127.828,125.934,136.008,145.493,135.391,126.371,119.271,119.309,115.663,143.603,123.291,117.271,113.545,134.015,117.980,120.410,130.932,136.838,119.240,141.166,123.948,123.731,128.364,119.802,117.774,121.515,164.233,117.789,122.423,136.838,110.826,130.964,118.509,116.529,127.555,122.642,116.489,122.059,119.208,121.338,116.663,128.622,137.320,122.243,122.247,126.323,122.422,124.071,116.285,117.366,121.606,115.214,121.967,121.739,121.340,122.059,116.435,119.704,115.067,130.562
90.0000,123.068,119.665,115.789,135.351,119.646,123.920,130.524,116.609,151.692,133.576,125.263,129.498,131.504,120.690,120.842,129.076,116.490,124.328,143.086,125.665,160.253,121.665,124.064,129.845,119.664,128.876,152.109,114.927,136.260,110.381,127.488,113.326,114.257,121.790,132.370,113.310,133.888,124.858,130.475,154.631,141.465,116.504,126.494,123.891,146.381,135.607,119.451,126.213,135.387,114.909,126.974,117.380,114.062,117.792,120.813,114.546,123.991,129.407,129.470,114.238,116.141,141.304,128.291,127.342,118.638,117.395,140.956,138.804,148.268,113.260,119.545,116.261,128.755,147.633,141.477,117.261,127.146,123.570,114.450,118.028,120.691,128.597,174.515,114.703,116.204,127.993,115.155,128.153,119.508,118.156,124.363,113.109,131.255,141.853,116.073,134.331,125.712,115.317,143.789,135.776,122.929,114.587,122.211,121.370,114.268,118.782,117.976,122.360,119.536,114.989,130.296,126.161,119.097,125.377,119.801,125.979,125.750,117.553,119.625,113.777,117.028,111.659,126.182,120.402,130.990,115.088,119.044,117.920,139.745,115.254,113.284,111.484,118.860,122.105,113.158,113.726,115.163,126.013,127.094,137.981,127.805,125.905,135.974,145.412,135.360,126.337,119.236,119.277,115.631,143.578,123.260,117.239,113.518,133.989,117.952,120.385,130.905,136.844,119.212,141.083,123.922,123.703,128.335,119.770,117.742,121.486,164.847,117.758,122.398,136.824,110.793,130.933,118.482,116.500,127.515,122.611,116.461,122.022,119.178,121.306,116.632,128.582,137.276,122.212,122.213,126.292,122.392,124.044,116.252,117.337,121.574,115.186,121.944,121.710,121.313,122.028,116.400,119.682,115.035,130.536
92.0000,123.034,119.636,115.755,135.334,119.611,123.895,130.508,116.577,151.765,133.550,125.235,129.467,131.470,120.662,120.815,129.043,116.464,124.292,142.968,125.632,160.255,121.643,124.033,129.810,119.634,128.862,152.171,114.901,136.197,110.349,127.464,113.301,114.228,121.764,132.339,113.280,133.817,124.831,130.435,154.644,141.437,116.478,126.460,123.873,146.374,135.585,119.427,126.191,135.396,114.881,126.927,117.348,114.031,117.763,120.785,114.517,123.961,129.368,129.438,114.210,116.116,141.262,128.265,127.307,118.620,117.365,140.870,138.807,148.135,113.234,119.514,116.226,128.734,147.683,141.469,117.235,127.125,123.535,114.420,117.999,120.659,128.558,172.070,114.676,116.175,127.959,115.122,128.126,119.482,118.128,124.340,113.087,131.232,141.829,116.044,134.317,125.679,115.290,143.767,135.749,122.893,114.558,122.180,121.337,114.243,118.750,117.946,122.331,119.510,114.957,130.268,126.137,119.075,125.345,119.770,125.947,125.730,117.525,119.593,113.749,116.999,111.629,126.152,120.372,130.955,115.061,119.017,117.891,139.726,115.226,113.256,111.462,118.831,122.076,113.131,113.700,115.135,125.994,127.074,137.921,127.782,125.877,135.941,145.332,135.330,126.303,119.203,119.245,115.600,143.553,123.229,117.209,113.491,133.963,117.925,120.361,130.878,136.852,119.184,141.001,123.896,123.675,128.307,119.740,117.710,121.459,165.516,117.728,122.374,136.811,110.760,130.903,118.456,116.472,127.477,122.580,116.433,121.986,119.148,121.273,116.601,128.542,137.233,122.182,122.179,126.263,122.363,124.017,116.220,117.308,121.542,115.159,121.921,121.681,121.287,121.998,116.367,119.660,115.005,130.510
94.0000,123.001,119.608,115.721,135.318,119.578,123.872,130.494,116.545,151.842,133.526,125.207,129.437,131.437,120.636,120.790,129.010,116.438,124.256,142.850,125.600,160.258,121.621,124.002,129.776,119.604,128.848,152.236,114.876,136.134,110.318,127.442,113.276,114.198,121.740,132.308,113.250,133.747,124.805,130.395,154.662,141.410,116.454,126.428,123.856,146.369,135.563,119.403,126.170,135.407,114.854,126.881,117.317,114.000,117.735,120.759,114.490,123.933,129.330,129.408,114.182,116.092,141.220,128.240,127.272,118.602,117.337,140.785,138.810,148.002,113.210,119.484,116.192,128.715,147.734,141.463,117.211,127.105,123.501,114.391,117.972,120.628,128.520,170.127,114.649,116.148,127.925,115.091,128.100,119.458,118.100,124.317,113.066,131.211,141.806,116.015,134.303,125.647,115.265,143.746,135.723,122.858,114.530,122.150,121.305,114.219,118.719,117.917,122.302,119.484,114.925,130.241,126.113,119.054,125.313,119.740,125.916,125.710,117.497,119.561,113.722,116.971,111.601,126.124,120.342,130.920,115.035,118.990,117.863,139.708,115.199,113.228,111.440,118.804,122.048,113.104,113.675,115.108,125.975,127.055,137.861,127.761,125.850,135.909,145.253,135.300,126.271,119.170,119.215,115.570,143.530,123.200,117.179,113.465,133.938,117.899,120.338,130.852,136.861,119.158,140.920,123.872,123.649,128.280,119.710,117.680,121.432,166.250,117.699,122.351,136.800,110.728,130.873,118.431,116.445,127.438,122.551,116.407,121.950,119.119,121.242,116.571,128.503,137.190,122.153,122.145,126.234,122.335,123.992,116.189,117.280,121.512,115.132,121.899,121.653,121.262,121.968,116.334,119.640,114.975,130.485
96.0000,122.970,119.582,115.689,135.303,119.545,123.850,130.480,116.515,151.922,133.502,125.181,129.409,131.405,120.610,120.765,128.979,116.414,124.222,142.733,125.569,160.263,121.601,123.972,129.743,119.576,128.836,152.304,114.851,136.071,110.287,127.421,113.253,114.170,121.716,132.279,113.222,133.677,124.779,130.356,154.683,141.384,116.430,126.396,123.841,146.366,135.542,119.380,126.151,135.420,114.828,126.836,117.287,113.971,117.708,120.733,114.463,123.905,129.292,129.378,114.155,116.069,141.179,128.215,127.238,118.587,117.309,140.701,138.815,147.870,113.187,119.454,116.159,128.696,147.787,141.459,117.187,127.086,123.467,114.363,117.945,120.597,128.482,168.511,114.624,116.122,127.892,115.059,128.075,119.434,118.074,124.295,113.047,131.190,141.782,115.988,134.291,125.615,115.240,143.725,135.697,122.824,114.503,122.121,121.274,114.195,118.688,117.889,122.274,119.460,114.894,130.215,126.090,119.034,125.282,119.710,125.886,125.692,117.470,119.530,113.695,116.944,111.573,126.096,120.313,130.887,115.010,118.965,117.836,139.691,115.173,113.202,111.420,118.777,122.021,113.078,113.651,115.081,125.958,127.037,137.802,127.740,125.823,135.877,145.174,135.271,126.239,119.137,119.185,115.541,143.508,123.171,117.150,113.441,133.914,117.874,120.316,130.828,136.872,119.132,140.839,123.848,123.624,128.254,119.681,117.650,121.406,167.062,117.670,122.329,136.789,110.696,130.845,118.407,116.419,127.401,122.522,116.381,121.916,119.091,121.211,116.542,128.465,137.148,122.125,122.113,126.206,122.308,123.967,116.158,117.253,121.482,115.107,121.878,121.626,121.238,121.940,116.301,119.621,114.946,130.461
98.0000,122.939,119.556,115.656,135.289,119.512,123.829,130.468,116.485,152.007,133.479,125.155,129.381,131.374,120.586,120.741,128.949,116.390,124.188,142.616,125.539,160.269,121.582,123.943,129.710,119.548,128.824,152.375,114.828,136.010,110.258,127.400,113.231,114.143,121.693,132.249,113.194,133.608,124.755,130.317,154.709,141.359,116.408,126.366,123.826,146.365,135.522,119.358,126.132,135.434,114.803,126.791,117.258,113.942,117.682,120.709,114.437,123.879,129.255,129.349,114.129,116.047,141.139,128.192,127.205,118.572,117.283,140.616,138.821,147.739,113.165,119.425,116.126,128.678,147.843,141.456,117.165,127.068,123.434,114.336,117.919,120.568,128.446,167.123,114.599,116.097,127.860,115.029,128.050,119.412,118.048,124.275,113.028,131.170,141.760,115.961,134.281,125.585,115.215,143.705,135.674,122.790,114.476,122.092,121.243,114.173,118.659,117.861,122.247,119.436,114.863,130.190,126.069,119.016,125.252,119.681,125.857,125.675,117.444,119.500,113.670,116.918,111.546,126.069,120.285,130.854,114.986,118.941,117.810,139.676,115.148,113.176,111.401,118.751,121.995,113.053,113.628,115.056,125.942,127.020,137.743,127.721,125.798,135.846,145.096,135.243,126.208,119.106,119.156,115.513,143.487,123.143,117.121,113.417,133.891,117.850,120.295,130.804,136.885,119.107,140.758,123.826,123.599,128.229,119.653,117.621,121.381,167.968,117.642,122.308,136.780,110.666,130.817,118.384,116.394,127.364,122.494,116.356,121.882,119.063,121.181,116.514,128.427,137.106,122.098,122.081,126.179,122.282,123.944,116.128,117.226,121.454,115.082,121.858,121.600,121.215,121.912,116.270,119.602,114.918,130.438
