temp (C),/voutdiff1 Vcm -0.5 mcparamset 1  (V),/voutdiff1 Vcm -0.5 mcparamset 2  (V),/voutdiff1 Vcm -0.5 mcparamset 3  (V),/voutdiff1 Vcm -0.5 mcparamset 4  (V),/voutdiff1 Vcm -0.5 mcparamset 5  (V),/voutdiff1 Vcm -0.5 mcparamset 6  (V),/voutdiff1 Vcm -0.5 mcparamset 7  (V),/voutdiff1 Vcm -0.5 mcparamset 8  (V),/voutdiff1 Vcm -0.5 mcparamset 9  (V),/voutdiff1 Vcm -0.5 mcparamset 10  (V),/voutdiff1 Vcm -0.5 mcparamset 11  (V),/voutdiff1 Vcm -0.5 mcparamset 12  (V),/voutdiff1 Vcm -0.5 mcparamset 13  (V),/voutdiff1 Vcm -0.5 mcparamset 14  (V),/voutdiff1 Vcm -0.5 mcparamset 15  (V),/voutdiff1 Vcm -0.5 mcparamset 16  (V),/voutdiff1 Vcm -0.5 mcparamset 17  (V),/voutdiff1 Vcm -0.5 mcparamset 18  (V),/voutdiff1 Vcm -0.5 mcparamset 19  (V),/voutdiff1 Vcm -0.5 mcparamset 20  (V),/voutdiff1 Vcm 0 mcparamset 1  (V),/voutdiff1 Vcm 0 mcparamset 2  (V),/voutdiff1 Vcm 0 mcparamset 3  (V),/voutdiff1 Vcm 0 mcparamset 4  (V),/voutdiff1 Vcm 0 mcparamset 5  (V),/voutdiff1 Vcm 0 mcparamset 6  (V),/voutdiff1 Vcm 0 mcparamset 7  (V),/voutdiff1 Vcm 0 mcparamset 8  (V),/voutdiff1 Vcm 0 mcparamset 9  (V),/voutdiff1 Vcm 0 mcparamset 10  (V),/voutdiff1 Vcm 0 mcparamset 11  (V),/voutdiff1 Vcm 0 mcparamset 12  (V),/voutdiff1 Vcm 0 mcparamset 13  (V),/voutdiff1 Vcm 0 mcparamset 14  (V),/voutdiff1 Vcm 0 mcparamset 15  (V),/voutdiff1 Vcm 0 mcparamset 16  (V),/voutdiff1 Vcm 0 mcparamset 17  (V),/voutdiff1 Vcm 0 mcparamset 18  (V),/voutdiff1 Vcm 0 mcparamset 19  (V),/voutdiff1 Vcm 0 mcparamset 20  (V),/voutdiff1 Vcm 0.5 mcparamset 1  (V),/voutdiff1 Vcm 0.5 mcparamset 2  (V),/voutdiff1 Vcm 0.5 mcparamset 3  (V),/voutdiff1 Vcm 0.5 mcparamset 4  (V),/voutdiff1 Vcm 0.5 mcparamset 5  (V),/voutdiff1 Vcm 0.5 mcparamset 6  (V),/voutdiff1 Vcm 0.5 mcparamset 7  (V),/voutdiff1 Vcm 0.5 mcparamset 8  (V),/voutdiff1 Vcm 0.5 mcparamset 9  (V),/voutdiff1 Vcm 0.5 mcparamset 10  (V),/voutdiff1 Vcm 0.5 mcparamset 11  (V),/voutdiff1 Vcm 0.5 mcparamset 12  (V),/voutdiff1 Vcm 0.5 mcparamset 13  (V),/voutdiff1 Vcm 0.5 mcparamset 14  (V),/voutdiff1 Vcm 0.5 mcparamset 15  (V),/voutdiff1 Vcm 0.5 mcparamset 16  (V),/voutdiff1 Vcm 0.5 mcparamset 17  (V),/voutdiff1 Vcm 0.5 mcparamset 18  (V),/voutdiff1 Vcm 0.5 mcparamset 19  (V),/voutdiff1 Vcm 0.5 mcparamset 20  (V)
25.0000,36.3501,36.0697,33.8374,35.4570,32.1656,38.0653,35.2500,34.8775,36.0504,32.7515,36.3599,35.8999,36.5273,34.4604,35.3023,37.1948,35.4922,36.8691,33.5388,36.1998,36.5622,36.2834,34.0377,35.6674,32.3543,38.2940,35.4602,35.0831,36.2629,32.9488,36.5790,36.1169,36.7422,34.6662,35.5117,37.4160,35.7052,37.0892,33.7355,36.4144,36.7574,36.4807,34.2236,35.8622,32.5299,38.5043,35.6549,35.2735,36.4590,33.1324,36.7816,36.3180,36.9403,34.8570,35.7055,37.6201,35.9024,37.2921,33.9179,36.6126
26.0000,36.3528,36.0688,33.8367,35.4560,32.1668,38.0625,35.2485,34.8780,36.0471,32.7504,36.3581,35.8982,36.5279,34.4579,35.3031,37.1947,35.4932,36.8684,33.5366,36.2007,36.5648,36.2825,34.0369,35.6663,32.3555,38.2911,35.4586,35.0836,36.2595,32.9476,36.5771,36.1152,36.7426,34.6637,35.5124,37.4158,35.7062,37.0884,33.7332,36.4152,36.7599,36.4797,34.2228,35.8610,32.5310,38.5012,35.6532,35.2739,36.4554,33.1311,36.7796,36.3161,36.9407,34.8544,35.7061,37.6198,35.9033,37.2912,33.9155,36.6133
27.0000,36.3555,36.0680,33.8361,35.4551,32.1680,38.0598,35.2470,34.8786,36.0439,32.7492,36.3563,35.8966,36.5284,34.4555,35.3038,37.1947,35.4943,36.8677,33.5344,36.2015,36.5674,36.2816,34.0363,35.6653,32.3567,38.2883,35.4571,35.0842,36.2562,32.9465,36.5753,36.1135,36.7431,34.6612,35.5131,37.4157,35.7073,37.0877,33.7309,36.4160,36.7624,36.4786,34.2220,35.8599,32.5321,38.4982,35.6515,35.2744,36.4520,33.1299,36.7777,36.3143,36.9411,34.8517,35.7067,37.6195,35.9043,37.2904,33.9132,36.6140
28.0000,36.3582,36.0672,33.8355,35.4542,32.1693,38.0571,35.2455,34.8792,36.0407,32.7482,36.3546,35.8951,36.5290,34.4531,35.3046,37.1947,35.4955,36.8671,33.5322,36.2024,36.5701,36.2807,34.0356,35.6644,32.3580,38.2855,35.4555,35.0847,36.2529,32.9453,36.5735,36.1119,36.7437,34.6588,35.5139,37.4157,35.7084,37.0870,33.7287,36.4169,36.7650,36.4776,34.2213,35.8588,32.5333,38.4953,35.6499,35.2748,36.4485,33.1287,36.7758,36.3126,36.9415,34.8492,35.7074,37.6193,35.9053,37.2896,33.9108,36.6147
29.0000,36.3609,36.0664,33.8350,35.4533,32.1706,38.0545,35.2441,34.8799,36.0375,32.7471,36.3530,35.8936,36.5297,34.4507,35.3055,37.1947,35.4967,36.8666,33.5301,36.2034,36.5728,36.2799,34.0350,35.6635,32.3592,38.2828,35.4541,35.0853,36.2497,32.9443,36.5718,36.1103,36.7443,34.6564,35.5147,37.4156,35.7096,37.0864,33.7265,36.4178,36.7676,36.4767,34.2206,35.8578,32.5345,38.4924,35.6483,35.2753,36.4452,33.1275,36.7739,36.3109,36.9419,34.8467,35.7081,37.6191,35.9064,37.2888,33.9086,36.6155
30.0000,36.3637,36.0657,33.8345,35.4525,32.1719,38.0519,35.2427,34.8805,36.0345,32.7461,36.3514,35.8921,36.5304,34.4484,35.3064,37.1948,35.4979,36.8660,33.5281,36.2044,36.5755,36.2791,34.0345,35.6626,32.3606,38.2802,35.4526,35.0860,36.2466,32.9432,36.5702,36.1088,36.7449,34.6540,35.5155,37.4157,35.7107,37.0858,33.7244,36.4187,36.7702,36.4758,34.2199,35.8568,32.5358,38.4896,35.6467,35.2759,36.4419,33.1264,36.7721,36.3092,36.9424,34.8442,35.7088,37.6190,35.9074,37.2881,33.9063,36.6163
31.0000,36.3665,36.0651,33.8340,35.4518,32.1733,38.0494,35.2414,34.8813,36.0314,32.7452,36.3499,35.8907,36.5311,34.4462,35.3073,37.1949,35.4992,36.8656,33.5261,36.2054,36.5783,36.2784,34.0340,35.6618,32.3619,38.2776,35.4512,35.0866,36.2435,32.9422,36.5686,36.1073,36.7456,34.6517,35.5164,37.4157,35.7120,37.0853,33.7223,36.4197,36.7728,36.4749,34.2193,35.8559,32.5371,38.4868,35.6452,35.2764,36.4386,33.1253,36.7704,36.3076,36.9430,34.8417,35.7096,37.6189,35.9085,37.2874,33.9042,36.6172
32.0000,36.3693,36.0644,33.8336,35.4511,32.1747,38.0470,35.2401,34.8820,36.0285,32.7442,36.3484,35.8893,36.5318,34.4440,35.3083,37.1951,35.5005,36.8652,33.5241,36.2064,36.5811,36.2777,34.0335,35.6610,32.3633,38.2751,35.4499,35.0874,36.2404,32.9413,36.5670,36.1059,36.7463,34.6494,35.5173,37.4158,35.7132,37.0848,33.7203,36.4207,36.7755,36.4741,34.2187,35.8550,32.5384,38.4841,35.6437,35.2771,36.4354,33.1242,36.7687,36.3060,36.9436,34.8394,35.7104,37.6189,35.9097,37.2868,33.9020,36.6180
33.0000,36.3721,36.0639,33.8332,35.4504,32.1762,38.0446,35.2389,34.8828,36.0256,32.7434,36.3470,35.8880,36.5327,34.4418,35.3093,37.1953,35.5018,36.8648,33.5222,36.2075,36.5839,36.2771,34.0331,35.6603,32.3647,38.2726,35.4486,35.0881,36.2375,32.9403,36.5655,36.1045,36.7471,34.6472,35.5183,37.4160,35.7145,37.0844,33.7183,36.4217,36.7782,36.4733,34.2182,35.8541,32.5397,38.4814,35.6423,35.2777,36.4323,33.1232,36.7671,36.3045,36.9442,34.8370,35.7112,37.6189,35.9109,37.2862,33.9000,36.6189
34.0000,36.3750,36.0633,33.8329,35.4498,32.1777,38.0423,35.2377,34.8836,36.0227,32.7425,36.3456,35.8868,36.5335,34.4397,35.3104,37.1956,35.5032,36.8645,33.5203,36.2087,36.5867,36.2765,34.0327,35.6597,32.3662,38.2702,35.4474,35.0889,36.2345,32.9394,36.5641,36.1032,36.7479,34.6450,35.5193,37.4162,35.7158,37.0841,33.7164,36.4228,36.7809,36.4726,34.2177,35.8533,32.5411,38.4788,35.6409,35.2784,36.4292,33.1222,36.7655,36.3031,36.9448,34.8347,35.7121,37.6189,35.9121,37.2857,33.8979,36.6199
35.0000,36.3779,36.0628,33.8326,35.4492,32.1792,38.0400,35.2365,34.8845,36.0199,32.7417,36.3443,35.8856,36.5344,34.4377,35.3115,37.1959,35.5046,36.8643,33.5185,36.2098,36.5895,36.2759,34.0324,35.6590,32.3677,38.2678,35.4461,35.0897,36.2317,32.9386,36.5627,36.1020,36.7487,34.6429,35.5204,37.4164,35.7172,37.0837,33.7145,36.4239,36.7836,36.4719,34.2173,35.8526,32.5426,38.4763,35.6396,35.2791,36.4262,33.1213,36.7639,36.3017,36.9455,34.8325,35.7130,37.6190,35.9133,37.2852,33.8959,36.6209
36.0000,36.3808,36.0624,33.8323,35.4487,32.1808,38.0378,35.2354,34.8854,36.0172,32.7410,36.3430,35.8845,36.5353,34.4356,35.3126,37.1962,35.5060,36.8641,33.5167,36.2110,36.5924,36.2754,34.0321,35.6585,32.3692,38.2655,35.4450,35.0906,36.2288,32.9378,36.5614,36.1008,36.7496,34.6408,35.5214,37.4167,35.7186,37.0835,33.7127,36.4251,36.7863,36.4712,34.2169,35.8519,32.5440,38.4738,35.6383,35.2798,36.4232,33.1204,36.7624,36.3003,36.9462,34.8302,35.7140,37.6191,35.9146,37.2848,33.8940,36.6219
37.0000,36.3837,36.0620,33.8321,35.4482,32.1824,38.0356,35.2344,34.8863,36.0145,32.7402,36.3418,35.8834,36.5363,34.4337,35.3138,37.1966,35.5075,36.8639,33.5150,36.2123,36.5953,36.2750,34.0318,35.6579,32.3708,38.2633,35.4439,35.0915,36.2261,32.9370,36.5601,36.0996,36.7505,34.6388,35.5226,37.4171,35.7201,37.0833,33.7109,36.4263,36.7891,36.4706,34.2165,35.8512,32.5455,38.4713,35.6370,35.2806,36.4203,33.1195,36.7610,36.2990,36.9470,34.8281,35.7150,37.6193,35.9159,37.2844,33.8921,36.6229
38.0000,36.3867,36.0616,33.8320,35.4478,32.1840,38.0335,35.2334,34.8873,36.0119,32.7396,36.3406,35.8823,36.5373,34.4317,35.3150,37.1970,35.5091,36.8638,33.5133,36.2136,36.5982,36.2745,34.0316,35.6575,32.3724,38.2611,35.4428,35.0924,36.2234,32.9363,36.5588,36.0985,36.7514,34.6368,35.5238,37.4174,35.7216,37.0831,33.7092,36.4275,36.7919,36.4701,34.2162,35.8506,32.5470,38.4689,35.6358,35.2814,36.4174,33.1187,36.7596,36.2977,36.9478,34.8260,35.7161,37.6195,35.9173,37.2841,33.8902,36.6240
39.0000,36.3897,36.0613,33.8318,35.4474,32.1857,38.0315,35.2324,34.8883,36.0093,32.7389,36.3395,35.8814,36.5383,34.4299,35.3163,37.1975,35.5106,36.8637,33.5117,36.2149,36.6012,36.2742,34.0314,35.6570,32.3741,38.2590,35.4418,35.0934,36.2207,32.9356,36.5576,36.0975,36.7524,34.6349,35.5250,37.4179,35.7231,37.0830,33.7075,36.4288,36.7947,36.4695,34.2159,35.8500,32.5486,38.4666,35.6346,35.2823,36.4146,33.1179,36.7582,36.2965,36.9487,34.8239,35.7172,37.6197,35.9187,37.2838,33.8884,36.6251
40.0000,36.3927,36.0611,33.8317,35.4471,32.1874,38.0295,35.2315,34.8894,36.0068,32.7383,36.3384,35.8804,36.5394,34.4280,35.3176,37.1981,35.5122,36.8637,33.5101,36.2162,36.6042,36.2739,34.0313,35.6566,32.3758,38.2569,35.4408,35.0944,36.2181,32.9350,36.5565,36.0965,36.7535,34.6330,35.5262,37.4183,35.7246,37.0829,33.7058,36.4301,36.7975,36.4691,34.2156,35.8495,32.5502,38.4643,35.6335,35.2832,36.4118,33.1172,36.7569,36.2954,36.9495,34.8218,35.7183,37.6200,35.9201,37.2836,33.8866,36.6263
41.0000,36.3957,36.0609,33.8317,35.4468,32.1892,38.0276,35.2306,34.8904,36.0044,32.7378,36.3374,35.8795,36.5406,34.4263,35.3189,37.1986,35.5139,36.8638,33.5085,36.2176,36.6072,36.2736,34.0312,35.6563,32.3775,38.2549,35.4398,35.0954,36.2156,32.9344,36.5554,36.0955,36.7546,34.6311,35.5275,37.4188,35.7262,37.0829,33.7042,36.4314,36.8004,36.4686,34.2154,35.8490,32.5519,38.4621,35.6324,35.2841,36.4091,33.1165,36.7557,36.2943,36.9505,34.8199,35.7194,37.6204,35.9216,37.2834,33.8849,36.6275
42.0000,36.3988,36.0607,33.8317,35.4466,32.1910,38.0258,35.2298,34.8916,36.0020,32.7372,36.3365,35.8787,36.5417,34.4245,35.3203,37.1993,35.5155,36.8639,33.5071,36.2190,36.6102,36.2733,34.0311,35.6560,32.3792,38.2530,35.4389,35.0965,36.2131,32.9338,36.5544,36.0946,36.7557,34.6293,35.5289,37.4194,35.7279,37.0829,33.7027,36.4328,36.8033,36.4682,34.2152,35.8486,32.5535,38.4599,35.6314,35.2851,36.4064,33.1158,36.7545,36.2932,36.9514,34.8179,35.7206,37.6207,35.9231,37.2832,33.8833,36.6287
43.0000,36.4019,36.0606,33.8317,35.4464,32.1928,38.0240,35.2290,34.8927,35.9996,32.7368,36.3356,35.8779,36.5430,34.4228,35.3217,37.1999,35.5173,36.8640,33.5056,36.2205,36.6133,36.2731,34.0311,35.6558,32.3810,38.2511,35.4381,35.0976,36.2107,32.9333,36.5534,36.0938,36.7568,34.6275,35.5302,37.4200,35.7295,37.0830,33.7012,36.4342,36.8062,36.4679,34.2151,35.8482,32.5552,38.4578,35.6304,35.2861,36.4038,33.1152,36.7533,36.2922,36.9524,34.8160,35.7219,37.6212,35.9246,37.2831,33.8816,36.6299
44.0000,36.4050,36.0605,33.8318,35.4463,32.1946,38.0222,35.2282,34.8939,35.9973,32.7363,36.3347,35.8772,36.5442,34.4212,35.3232,37.2006,35.5190,36.8642,33.5042,36.2220,36.6163,36.2730,34.0312,35.6556,32.3829,38.2492,35.4373,35.0988,36.2083,32.9328,36.5525,36.0930,36.7580,34.6258,35.5317,37.4206,35.7312,37.0831,33.6997,36.4356,36.8091,36.4676,34.2150,35.8478,32.5570,38.4558,35.6294,35.2871,36.4013,33.1146,36.7522,36.2912,36.9535,34.8141,35.7232,37.6216,35.9262,37.2831,33.8800,36.6312
45.0000,36.4082,36.0604,33.8319,35.4462,32.1965,38.0205,35.2275,34.8952,35.9951,32.7359,36.3339,35.8765,36.5455,34.4196,35.3247,37.2014,35.5208,36.8644,33.5029,36.2235,36.6195,36.2729,34.0312,35.6554,32.3847,38.2475,35.4365,35.1000,36.2060,32.9323,36.5516,36.0922,36.7593,34.6242,35.5331,37.4213,35.7330,37.0833,33.6983,36.4371,36.8121,36.4673,34.2150,35.8475,32.5588,38.4538,35.6285,35.2882,36.3988,33.1140,36.7512,36.2903,36.9545,34.8123,35.7245,37.6221,35.9278,37.2831,33.8785,36.6326
46.0000,36.4114,36.0604,33.8321,35.4462,32.1985,38.0189,35.2269,34.8965,35.9929,32.7356,36.3331,35.8759,36.5469,34.4180,35.3263,37.2022,35.5226,36.8647,33.5016,36.2251,36.6226,36.2728,34.0313,35.6553,32.3866,38.2458,35.4358,35.1012,36.2037,32.9319,36.5508,36.0915,36.7606,34.6225,35.5346,37.4220,35.7348,37.0835,33.6970,36.4386,36.8151,36.4671,34.2149,35.8472,32.5606,38.4518,35.6277,35.2893,36.3963,33.1135,36.7502,36.2895,36.9556,34.8106,35.7258,37.6227,35.9294,37.2831,33.8770,36.6339
47.0000,36.4146,36.0605,33.8323,35.4462,32.2005,38.0173,35.2263,34.8978,35.9908,32.7352,36.3324,35.8753,36.5482,34.4165,35.3279,37.2030,35.5245,36.8651,33.5003,36.2267,36.6258,36.2728,34.0315,35.6552,32.3886,38.2441,35.4351,35.1025,36.2015,32.9316,36.5500,36.0909,36.7619,34.6210,35.5362,37.4228,35.7366,37.0838,33.6957,36.4402,36.8181,36.4669,34.2150,35.8470,32.5624,38.4499,35.6268,35.2904,36.3939,33.1130,36.7492,36.2887,36.9568,34.8088,35.7272,37.6232,35.9311,37.2832,33.8756,36.6353
48.0000,36.4178,36.0606,33.8326,35.4462,32.2025,38.0158,35.2257,34.8991,35.9887,32.7349,36.3318,35.8748,36.5497,34.4150,35.3295,37.2039,35.5264,36.8655,33.4991,36.2284,36.6290,36.2729,34.0317,35.6552,32.3906,38.2425,35.4345,35.1038,36.1993,32.9312,36.5493,36.0903,36.7632,34.6194,35.5378,37.4236,35.7385,37.0841,33.6944,36.4418,36.8211,36.4668,34.2150,35.8469,32.5643,38.4481,35.6261,35.2916,36.3916,33.1126,36.7483,36.2879,36.9580,34.8072,35.7287,37.6239,35.9328,37.2833,33.8742,36.6367
49.0000,36.4211,36.0607,33.8328,35.4463,32.2045,38.0144,35.2252,34.9005,35.9867,32.7347,36.3312,35.8743,36.5511,34.4136,35.3312,37.2049,35.5284,36.8659,33.4980,36.2301,36.6322,36.2729,34.0319,35.6553,32.3926,38.2409,35.4339,35.1052,36.1972,32.9309,36.5486,36.0897,36.7646,34.6179,35.5394,37.4245,35.7404,37.0845,33.6932,36.4434,36.8242,36.4667,34.2151,35.8467,32.5662,38.4463,35.6253,35.2928,36.3893,33.1122,36.7474,36.2872,36.9592,34.8055,35.7302,37.6245,35.9345,37.2835,33.8728,36.6382
50.0000,36.4244,36.0609,33.8332,35.4465,32.2066,38.0130,35.2247,34.9020,35.9847,32.7345,36.3307,35.8739,36.5526,34.4122,35.3329,37.2059,35.5304,36.8664,33.4968,36.2318,36.6354,36.2731,34.0322,35.6554,32.3946,38.2394,35.4334,35.1065,36.1952,32.9307,36.5480,36.0893,36.7661,34.6165,35.5410,37.4254,35.7423,37.0849,33.6920,36.4451,36.8273,36.4666,34.2153,35.8467,32.5682,38.4446,35.6246,35.2940,36.3871,33.1118,36.7466,36.2865,36.9605,34.8039,35.7317,37.6252,35.9363,37.2837,33.8715,36.6397
51.0000,36.4277,36.0612,33.8335,35.4467,32.2087,38.0116,35.2243,34.9034,35.9828,32.7343,36.3302,35.8736,36.5542,34.4109,35.3347,37.2069,35.5324,36.8669,33.4958,36.2336,36.6387,36.2732,34.0325,35.6555,32.3967,38.2380,35.4329,35.1080,36.1932,32.9305,36.5474,36.0888,36.7676,34.6151,35.5428,37.4264,35.7443,37.0854,33.6909,36.4468,36.8304,36.4666,34.2155,35.8466,32.5702,38.4429,35.6240,35.2953,36.3849,33.1115,36.7459,36.2859,36.9618,34.8024,35.7332,37.6260,35.9381,37.2840,33.8703,36.6412
52.0000,36.4311,36.0615,33.8340,35.4469,32.2109,38.0104,35.2239,34.9049,35.9809,32.7342,36.3297,35.8732,36.5558,34.4096,35.3365,37.2080,35.5344,36.8675,33.4948,36.2354,36.6420,36.2735,34.0329,35.6557,32.3989,38.2366,35.4324,35.1094,36.1913,32.9303,36.5469,36.0884,36.7691,34.6137,35.5445,37.4274,35.7463,37.0859,33.6898,36.4485,36.8335,36.4666,34.2157,35.8466,32.5722,38.4413,35.6233,35.2966,36.3827,33.1112,36.7452,36.2853,36.9631,34.8009,35.7348,37.6268,35.9400,37.2843,33.8690,36.6428
53.0000,36.4344,36.0618,33.8344,35.4472,32.2131,38.0091,35.2236,34.9065,35.9791,32.7341,36.3293,35.8730,36.5574,34.4084,35.3383,37.2091,35.5365,36.8682,33.4938,36.2372,36.6453,36.2737,34.0333,35.6559,32.4010,38.2353,35.4320,35.1109,36.1894,32.9302,36.5464,36.0881,36.7707,34.6124,35.5463,37.4284,35.7483,37.0865,33.6887,36.4503,36.8366,36.4667,34.2159,35.8467,32.5743,38.4397,35.6228,35.2980,36.3806,33.1109,36.7445,36.2848,36.9645,34.7994,35.7365,37.6276,35.9419,37.2847,33.8679,36.6444
54.0000,36.4379,36.0622,33.8349,35.4475,32.2153,38.0080,35.2233,34.9081,35.9774,32.7341,36.3290,35.8728,36.5591,34.4072,35.3402,37.2102,35.5387,36.8689,33.4929,36.2391,36.6487,36.2740,34.0337,35.6562,32.4032,38.2340,35.4317,35.1125,36.1875,32.9301,36.5460,36.0878,36.7723,34.6112,35.5481,37.4295,35.7504,37.0871,33.6878,36.4521,36.8398,36.4668,34.2162,35.8468,32.5764,38.4382,35.6222,35.2994,36.3786,33.1107,36.7439,36.2843,36.9659,34.7980,35.7381,37.6285,35.9438,37.2851,33.8667,36.6460
