Vbe ,/I4/C T -196  (A),/I4/C T -40  (A),/I4/B T -196  (A),/I4/B T -40  (A),(IS("/I4/C") / IS("/I4/B")) T -196 ,(IS("/I4/C") / IS("/I4/B")) T -40 
1.12200,17.2880E-3,160.627E-3,131.042E-3,468.779E-3,131.927E-3,342.649E-3
1.12340,17.3542E-3,160.865E-3,137.589E-3,475.505E-3,126.131E-3,338.302E-3
1.12480,17.4215E-3,161.103E-3,144.207E-3,482.251E-3,120.809E-3,334.066E-3
1.12620,17.4897E-3,161.343E-3,150.894E-3,489.014E-3,115.907E-3,329.936E-3
1.12760,17.5589E-3,161.584E-3,157.645E-3,495.796E-3,111.382E-3,325.909E-3
1.12900,17.6290E-3,161.826E-3,164.457E-3,502.596E-3,107.195E-3,321.981E-3
1.13040,17.6999E-3,162.070E-3,171.327E-3,509.413E-3,103.311E-3,318.150E-3
1.13180,17.7718E-3,162.314E-3,178.250E-3,516.248E-3,99.7012E-3,314.411E-3
1.13320,17.8444E-3,162.559E-3,185.225E-3,523.099E-3,96.3392E-3,310.762E-3
1.13460,17.9179E-3,162.806E-3,192.248E-3,529.966E-3,93.2020E-3,307.200E-3
1.13600,17.9922E-3,163.053E-3,199.318E-3,536.850E-3,90.2690E-3,303.722E-3
1.13740,18.0673E-3,163.302E-3,206.431E-3,543.749E-3,87.5221E-3,300.326E-3
1.13880,18.1431E-3,163.552E-3,213.586E-3,550.664E-3,84.9453E-3,297.008E-3
1.14020,18.2197E-3,163.802E-3,220.781E-3,557.594E-3,82.5240E-3,293.766E-3
1.14160,18.2970E-3,164.054E-3,228.013E-3,564.539E-3,80.2455E-3,290.599E-3
1.14300,18.3751E-3,164.307E-3,235.282E-3,571.498E-3,78.0982E-3,287.503E-3
1.14440,18.4539E-3,164.561E-3,242.585E-3,578.471E-3,76.0718E-3,284.476E-3
1.14580,18.5334E-3,164.817E-3,249.921E-3,585.459E-3,74.1568E-3,281.517E-3
1.14720,18.6135E-3,165.073E-3,257.289E-3,592.460E-3,72.3448E-3,278.623E-3
1.14860,18.6944E-3,165.330E-3,264.687E-3,599.474E-3,70.6282E-3,275.792E-3
1.15000,18.7759E-3,165.588E-3,272.114E-3,606.501E-3,69.0002E-3,273.022E-3
1.15140,18.8581E-3,165.848E-3,279.569E-3,613.541E-3,67.4542E-3,270.312E-3
1.15280,18.9410E-3,166.108E-3,287.051E-3,620.594E-3,65.9848E-3,267.660E-3
1.15420,19.0245E-3,166.370E-3,294.559E-3,627.659E-3,64.5866E-3,265.064E-3
1.15560,19.1087E-3,166.632E-3,302.091E-3,634.736E-3,63.2548E-3,262.522E-3
1.15700,19.1935E-3,166.896E-3,309.647E-3,641.825E-3,61.9851E-3,260.033E-3
1.15840,19.2790E-3,167.161E-3,317.227E-3,648.926E-3,60.7735E-3,257.596E-3
1.15980,19.3651E-3,167.426E-3,324.828E-3,656.037E-3,59.6164E-3,255.209E-3
1.16120,19.4518E-3,167.693E-3,332.451E-3,663.160E-3,58.5103E-3,252.870E-3
1.16260,19.5391E-3,167.961E-3,340.095E-3,670.294E-3,57.4521E-3,250.578E-3
1.16400,19.6271E-3,168.230E-3,347.758E-3,677.439E-3,56.4389E-3,248.333E-3
1.16540,19.7157E-3,168.500E-3,355.441E-3,684.594E-3,55.4682E-3,246.131E-3
1.16680,19.8049E-3,168.771E-3,363.143E-3,691.759E-3,54.5374E-3,243.974E-3
1.16820,19.8947E-3,169.043E-3,370.863E-3,698.934E-3,53.6444E-3,241.858E-3
1.16960,19.9852E-3,169.316E-3,378.601E-3,706.120E-3,52.7869E-3,239.784E-3
1.17100,20.0762E-3,169.591E-3,386.356E-3,713.315E-3,51.9630E-3,237.750E-3
1.17240,20.1678E-3,169.866E-3,394.127E-3,720.519E-3,51.1709E-3,235.755E-3
1.17380,20.2601E-3,170.142E-3,401.915E-3,727.733E-3,50.4090E-3,233.797E-3
1.17520,20.3530E-3,170.419E-3,409.718E-3,734.955E-3,49.6755E-3,231.877E-3
1.17660,20.4464E-3,170.698E-3,417.536E-3,742.187E-3,48.9692E-3,229.993E-3
1.17800,20.5405E-3,170.977E-3,425.369E-3,749.428E-3,48.2885E-3,228.144E-3
1.17940,20.6351E-3,171.257E-3,433.217E-3,756.677E-3,47.6323E-3,226.329E-3
1.18080,20.7304E-3,171.539E-3,441.078E-3,763.934E-3,46.9993E-3,224.547E-3
1.18220,20.8262E-3,171.821E-3,448.954E-3,771.200E-3,46.3883E-3,222.798E-3
1.18360,20.9227E-3,172.105E-3,456.842E-3,778.473E-3,45.7985E-3,221.080E-3
1.18500,21.0197E-3,172.390E-3,464.744E-3,785.755E-3,45.2286E-3,219.393E-3
1.18640,21.1173E-3,172.675E-3,472.658E-3,793.045E-3,44.6779E-3,217.737E-3
1.18780,21.2156E-3,172.962E-3,480.584E-3,800.342E-3,44.1454E-3,216.110E-3
1.18920,21.3144E-3,173.249E-3,488.523E-3,807.646E-3,43.6303E-3,214.512E-3
1.19060,21.4138E-3,173.538E-3,496.473E-3,814.958E-3,43.1319E-3,212.941E-3
1.19200,21.5138E-3,173.828E-3,504.434E-3,822.277E-3,42.6494E-3,211.398E-3
1.19340,21.6144E-3,174.119E-3,512.407E-3,829.603E-3,42.1821E-3,209.882E-3
1.19480,21.7156E-3,174.410E-3,520.391E-3,836.936E-3,41.7294E-3,208.392E-3
1.19620,21.8174E-3,174.703E-3,528.386E-3,844.276E-3,41.2907E-3,206.927E-3
1.19760,21.9198E-3,174.997E-3,536.391E-3,851.622E-3,40.8654E-3,205.487E-3
1.19900,22.0228E-3,175.292E-3,544.406E-3,858.975E-3,40.4529E-3,204.071E-3
1.20040,22.1264E-3,175.588E-3,552.431E-3,866.334E-3,40.0527E-3,202.679E-3
1.20180,22.2305E-3,175.885E-3,560.466E-3,873.699E-3,39.6644E-3,201.310E-3
1.20320,22.3353E-3,176.183E-3,568.511E-3,881.070E-3,39.2874E-3,199.964E-3
1.20460,22.4407E-3,176.482E-3,576.565E-3,888.448E-3,38.9213E-3,198.640E-3
1.20600,22.5466E-3,176.782E-3,584.629E-3,895.831E-3,38.5658E-3,197.338E-3
1.20740,22.6532E-3,177.083E-3,592.701E-3,903.220E-3,38.2203E-3,196.057E-3
1.20880,22.7604E-3,177.385E-3,600.782E-3,910.615E-3,37.8846E-3,194.797E-3
1.21020,22.8681E-3,177.688E-3,608.872E-3,918.015E-3,37.5582E-3,193.556E-3
1.21160,22.9765E-3,177.992E-3,616.970E-3,925.420E-3,37.2408E-3,192.336E-3
1.21300,23.0855E-3,178.297E-3,625.077E-3,932.831E-3,36.9322E-3,191.135E-3
1.21440,23.1950E-3,178.603E-3,633.192E-3,940.247E-3,36.6319E-3,189.953E-3
1.21580,23.3052E-3,178.910E-3,641.315E-3,947.668E-3,36.3397E-3,188.790E-3
1.21720,23.4159E-3,179.218E-3,649.446E-3,955.094E-3,36.0553E-3,187.645E-3
1.21860,23.5273E-3,179.527E-3,657.584E-3,962.524E-3,35.7784E-3,186.517E-3
1.22000,23.6393E-3,179.837E-3,665.730E-3,969.960E-3,35.5088E-3,185.407E-3
1.22140,23.7519E-3,180.149E-3,673.884E-3,977.400E-3,35.2463E-3,184.314E-3
1.22280,23.8651E-3,180.461E-3,682.045E-3,984.845E-3,34.9905E-3,183.238E-3
1.22420,23.9789E-3,180.774E-3,690.213E-3,992.294E-3,34.7413E-3,182.178E-3
1.22560,24.0933E-3,181.088E-3,698.388E-3,999.747E-3,34.4984E-3,181.134E-3
1.22700,24.2083E-3,181.403E-3,706.570E-3,1.00721,34.2617E-3,180.106E-3
1.22840,24.3240E-3,181.720E-3,714.759E-3,1.01467,34.0310E-3,179.093E-3
1.22980,24.4402E-3,182.037E-3,722.954E-3,1.02213,33.8060E-3,178.095E-3
1.23120,24.5571E-3,182.355E-3,731.156E-3,1.02960,33.5866E-3,177.112E-3
1.23260,24.6746E-3,182.674E-3,739.365E-3,1.03708,33.3726E-3,176.144E-3
1.23400,24.7927E-3,182.995E-3,747.580E-3,1.04456,33.1639E-3,175.189E-3
1.23540,24.9114E-3,183.316E-3,755.801E-3,1.05204,32.9602E-3,174.249E-3
1.23680,25.0307E-3,183.638E-3,764.028E-3,1.05952,32.7615E-3,173.322E-3
1.23820,25.1507E-3,183.962E-3,772.261E-3,1.06701,32.5676E-3,172.409E-3
1.23960,25.2713E-3,184.286E-3,780.501E-3,1.07450,32.3783E-3,171.508E-3
1.24100,25.3925E-3,184.611E-3,788.746E-3,1.08200,32.1935E-3,170.621E-3
1.24240,25.5143E-3,184.938E-3,796.996E-3,1.08950,32.0131E-3,169.746E-3
1.24380,25.6368E-3,185.265E-3,805.253E-3,1.09700,31.8369E-3,168.884E-3
1.24520,25.7599E-3,185.594E-3,813.515E-3,1.10450,31.6649E-3,168.033E-3
1.24660,25.8836E-3,185.923E-3,821.782E-3,1.11201,31.4969E-3,167.195E-3
1.24800,26.0079E-3,186.253E-3,830.055E-3,1.11952,31.3328E-3,166.368E-3
1.24940,26.1329E-3,186.585E-3,838.333E-3,1.12704,31.1725E-3,165.553E-3
1.25080,26.2585E-3,186.917E-3,846.616E-3,1.13456,31.0159E-3,164.749E-3
1.25220,26.3848E-3,187.251E-3,854.905E-3,1.14208,30.8629E-3,163.956E-3
1.25360,26.5117E-3,187.585E-3,863.198E-3,1.14960,30.7134E-3,163.174E-3
1.25500,26.6392E-3,187.921E-3,871.496E-3,1.15712,30.5673E-3,162.403E-3
1.25640,26.7674E-3,188.257E-3,879.799E-3,1.16465,30.4245E-3,161.642E-3
1.25780,26.8962E-3,188.594E-3,888.107E-3,1.17218,30.2849E-3,160.892E-3
1.25920,27.0257E-3,188.933E-3,896.420E-3,1.17972,30.1485E-3,160.151E-3
1.26060,27.1558E-3,189.272E-3,904.737E-3,1.18725,30.0152E-3,159.421E-3
1.26200,27.2866E-3,189.613E-3,913.059E-3,1.19479,29.8848E-3,158.700E-3
1.26340,27.4180E-3,189.955E-3,921.386E-3,1.20233,29.7574E-3,157.989E-3
1.26480,27.5501E-3,190.297E-3,929.716E-3,1.20987,29.6328E-3,157.287E-3
1.26620,27.6828E-3,190.641E-3,938.051E-3,1.21742,29.5109E-3,156.594E-3
1.26760,27.8161E-3,190.985E-3,946.391E-3,1.22496,29.3918E-3,155.911E-3
1.26900,27.9502E-3,191.331E-3,954.734E-3,1.23251,29.2753E-3,155.236E-3
1.27040,28.0849E-3,191.677E-3,963.082E-3,1.24006,29.1614E-3,154.571E-3
1.27180,28.2202E-3,192.025E-3,971.434E-3,1.24761,29.0500E-3,153.914E-3
1.27320,28.3562E-3,192.373E-3,979.790E-3,1.25517,28.9411E-3,153.265E-3
1.27460,28.4929E-3,192.723E-3,988.149E-3,1.26273,28.8346E-3,152.625E-3
1.27600,28.6302E-3,193.074E-3,996.513E-3,1.27028,28.7304E-3,151.993E-3
1.27740,28.7682E-3,193.425E-3,1.00488,1.27784,28.6285E-3,151.369E-3
1.27880,28.9069E-3,193.778E-3,1.01325,1.28540,28.5288E-3,150.753E-3
1.28020,29.0462E-3,194.132E-3,1.02163,1.29297,28.4313E-3,150.144E-3
1.28160,29.1862E-3,194.486E-3,1.03000,1.30053,28.3360E-3,149.544E-3
1.28300,29.3269E-3,194.842E-3,1.03839,1.30810,28.2428E-3,148.951E-3
1.28440,29.4683E-3,195.198E-3,1.04677,1.31566,28.1516E-3,148.365E-3
1.28580,29.6103E-3,195.556E-3,1.05516,1.32323,28.0623E-3,147.787E-3
1.28720,29.7530E-3,195.915E-3,1.06355,1.33080,27.9751E-3,147.216E-3
1.28860,29.8964E-3,196.275E-3,1.07195,1.33837,27.8898E-3,146.652E-3
1.29000,30.0405E-3,196.635E-3,1.08035,1.34595,27.8063E-3,146.095E-3
1.29140,30.1853E-3,196.997E-3,1.08875,1.35352,27.7247E-3,145.544E-3
1.29280,30.3307E-3,197.360E-3,1.09716,1.36109,27.6448E-3,145.001E-3
1.29420,30.4769E-3,197.723E-3,1.10557,1.36867,27.5668E-3,144.464E-3
1.29560,30.6237E-3,198.088E-3,1.11398,1.37625,27.4904E-3,143.934E-3
1.29700,30.7712E-3,198.454E-3,1.12239,1.38382,27.4158E-3,143.410E-3
1.29840,30.9194E-3,198.821E-3,1.13081,1.39140,27.3427E-3,142.892E-3
1.29980,31.0684E-3,199.189E-3,1.13923,1.39898,27.2714E-3,142.381E-3
1.30120,31.2180E-3,199.557E-3,1.14765,1.40656,27.2016E-3,141.876E-3
1.30260,31.3683E-3,199.927E-3,1.15608,1.41414,27.1333E-3,141.377E-3
1.30400,31.5193E-3,200.298E-3,1.16451,1.42172,27.0666E-3,140.884E-3
1.30540,31.6710E-3,200.670E-3,1.17294,1.42931,27.0014E-3,140.397E-3
1.30680,31.8234E-3,201.043E-3,1.18137,1.43689,26.9376E-3,139.915E-3
1.30820,31.9765E-3,201.417E-3,1.18981,1.44447,26.8753E-3,139.439E-3
1.30960,32.1304E-3,201.791E-3,1.19825,1.45206,26.8144E-3,138.969E-3
1.31100,32.2849E-3,202.167E-3,1.20669,1.45964,26.7549E-3,138.505E-3
1.31240,32.4402E-3,202.544E-3,1.21514,1.46723,26.6967E-3,138.045E-3
1.31380,32.5962E-3,202.922E-3,1.22359,1.47482,26.6399E-3,137.592E-3
1.31520,32.7529E-3,203.301E-3,1.23203,1.48240,26.5844E-3,137.143E-3
1.31660,32.9103E-3,203.681E-3,1.24049,1.48999,26.5301E-3,136.700E-3
1.31800,33.0684E-3,204.062E-3,1.24894,1.49758,26.4772E-3,136.262E-3
1.31940,33.2272E-3,204.444E-3,1.25740,1.50516,26.4254E-3,135.829E-3
1.32080,33.3868E-3,204.827E-3,1.26586,1.51275,26.3749E-3,135.400E-3
1.32220,33.5471E-3,205.211E-3,1.27432,1.52034,26.3256E-3,134.977E-3
1.32360,33.7082E-3,205.596E-3,1.28278,1.52793,26.2774E-3,134.559E-3
1.32500,33.8699E-3,205.982E-3,1.29124,1.53552,26.2305E-3,134.145E-3
1.32640,34.0324E-3,206.369E-3,1.29971,1.54310,26.1846E-3,133.736E-3
1.32780,34.1956E-3,206.757E-3,1.30818,1.55069,26.1399E-3,133.332E-3
1.32920,34.3596E-3,207.146E-3,1.31665,1.55828,26.0962E-3,132.933E-3
1.33060,34.5243E-3,207.536E-3,1.32512,1.56587,26.0536E-3,132.538E-3
1.33200,34.6897E-3,207.928E-3,1.33360,1.57346,26.0121E-3,132.147E-3
1.33340,34.8559E-3,208.320E-3,1.34207,1.58105,25.9717E-3,131.761E-3
1.33480,35.0228E-3,208.713E-3,1.35055,1.58863,25.9322E-3,131.379E-3
1.33620,35.1905E-3,209.107E-3,1.35903,1.59622,25.8938E-3,131.001E-3
1.33760,35.3589E-3,209.502E-3,1.36751,1.60381,25.8564E-3,130.628E-3
1.33900,35.5281E-3,209.898E-3,1.37600,1.61140,25.8199E-3,130.259E-3
1.34040,35.6980E-3,210.296E-3,1.38448,1.61899,25.7844E-3,129.893E-3
1.34180,35.8687E-3,210.694E-3,1.39297,1.62657,25.7498E-3,129.532E-3
1.34320,36.0401E-3,211.093E-3,1.40146,1.63416,25.7162E-3,129.175E-3
1.34460,36.2123E-3,211.493E-3,1.40995,1.64175,25.6835E-3,128.822E-3
1.34600,36.3853E-3,211.895E-3,1.41844,1.64933,25.6516E-3,128.473E-3
1.34740,36.5590E-3,212.297E-3,1.42693,1.65692,25.6207E-3,128.127E-3
1.34880,36.7334E-3,212.700E-3,1.43543,1.66451,25.5906E-3,127.786E-3
1.35020,36.9087E-3,213.105E-3,1.44392,1.67209,25.5614E-3,127.448E-3
1.35160,37.0847E-3,213.510E-3,1.45242,1.67968,25.5331E-3,127.114E-3
1.35300,37.2615E-3,213.917E-3,1.46092,1.68726,25.5056E-3,126.783E-3
1.35440,37.4390E-3,214.324E-3,1.46941,1.69484,25.4789E-3,126.456E-3
1.35580,37.6173E-3,214.732E-3,1.47791,1.70243,25.4530E-3,126.133E-3
1.35720,37.7964E-3,215.142E-3,1.48642,1.71001,25.4279E-3,125.813E-3
1.35860,37.9763E-3,215.552E-3,1.49492,1.71759,25.4036E-3,125.497E-3
1.36000,38.1570E-3,215.964E-3,1.50342,1.72517,25.3800E-3,125.184E-3
1.36140,38.3384E-3,216.376E-3,1.51193,1.73275,25.3573E-3,124.874E-3
1.36280,38.5206E-3,216.790E-3,1.52043,1.74033,25.3353E-3,124.568E-3
1.36420,38.7036E-3,217.204E-3,1.52894,1.74791,25.3140E-3,124.265E-3
1.36560,38.8874E-3,217.620E-3,1.53745,1.75549,25.2935E-3,123.965E-3
1.36700,39.0720E-3,218.037E-3,1.54596,1.76307,25.2736E-3,123.669E-3
1.36840,39.2574E-3,218.454E-3,1.55447,1.77065,25.2545E-3,123.375E-3
1.36980,39.4435E-3,218.873E-3,1.56298,1.77822,25.2361E-3,123.085E-3
1.37120,39.6305E-3,219.292E-3,1.57149,1.78580,25.2184E-3,122.798E-3
1.37260,39.8183E-3,219.713E-3,1.58000,1.79337,25.2014E-3,122.514E-3
1.37400,40.0068E-3,220.135E-3,1.58852,1.80095,25.1850E-3,122.233E-3
1.37540,40.1962E-3,220.558E-3,1.59703,1.80852,25.1693E-3,121.955E-3
1.37680,40.3864E-3,220.981E-3,1.60555,1.81609,25.1543E-3,121.680E-3
1.37820,40.5773E-3,221.406E-3,1.61406,1.82366,25.1399E-3,121.407E-3
1.37960,40.7691E-3,221.832E-3,1.62258,1.83123,25.1261E-3,121.138E-3
1.38100,40.9617E-3,222.259E-3,1.63109,1.83880,25.1130E-3,120.872E-3
1.38240,41.1551E-3,222.687E-3,1.63961,1.84637,25.1005E-3,120.608E-3
1.38380,41.3493E-3,223.115E-3,1.64813,1.85393,25.0887E-3,120.347E-3
1.38520,41.5444E-3,223.545E-3,1.65665,1.86150,25.0774E-3,120.089E-3
1.38660,41.7402E-3,223.976E-3,1.66517,1.86906,25.0667E-3,119.833E-3
1.38800,41.9369E-3,224.408E-3,1.67369,1.87663,25.0566E-3,119.581E-3
1.38940,42.1344E-3,224.841E-3,1.68221,1.88419,25.0471E-3,119.331E-3
1.39080,42.3327E-3,225.275E-3,1.69073,1.89175,25.0382E-3,119.083E-3
1.39220,42.5319E-3,225.710E-3,1.69925,1.89931,25.0298E-3,118.838E-3
1.39360,42.7318E-3,226.146E-3,1.70777,1.90687,25.0221E-3,118.596E-3
1.39500,42.9327E-3,226.583E-3,1.71629,1.91442,25.0148E-3,118.356E-3
1.39640,43.1343E-3,227.021E-3,1.72481,1.92198,25.0081E-3,118.119E-3
1.39780,43.3368E-3,227.460E-3,1.73333,1.92953,25.0020E-3,117.884E-3
1.39920,43.5401E-3,227.900E-3,1.74185,1.93708,24.9964E-3,117.651E-3
1.40060,43.7442E-3,228.342E-3,1.75038,1.94464,24.9913E-3,117.421E-3
1.40200,43.9492E-3,228.784E-3,1.75890,1.95219,24.9868E-3,117.194E-3
1.40340,44.1551E-3,229.227E-3,1.76742,1.95974,24.9828E-3,116.968E-3
1.40480,44.3617E-3,229.671E-3,1.77594,1.96728,24.9793E-3,116.745E-3
1.40620,44.5693E-3,230.116E-3,1.78447,1.97483,24.9762E-3,116.525E-3
1.40760,44.7777E-3,230.563E-3,1.79299,1.98237,24.9737E-3,116.306E-3
1.40900,44.9869E-3,231.010E-3,1.80151,1.98992,24.9717E-3,116.090E-3
1.41040,45.1970E-3,231.458E-3,1.81003,1.99746,24.9702E-3,115.876E-3
1.41180,45.4079E-3,231.907E-3,1.81856,2.00500,24.9692E-3,115.665E-3
1.41320,45.6197E-3,232.358E-3,1.82708,2.01254,24.9686E-3,115.455E-3
1.41460,45.8324E-3,232.809E-3,1.83560,2.02007,24.9686E-3,115.248E-3
1.41600,46.0459E-3,233.262E-3,1.84413,2.02761,24.9689E-3,115.043E-3
1.41740,46.2603E-3,233.715E-3,1.85265,2.03514,24.9698E-3,114.840E-3
1.41880,46.4755E-3,234.169E-3,1.86117,2.04267,24.9711E-3,114.639E-3
1.42020,46.6916E-3,234.625E-3,1.86969,2.05020,24.9729E-3,114.440E-3
1.42160,46.9086E-3,235.081E-3,1.87821,2.05773,24.9751E-3,114.243E-3
1.42300,47.1265E-3,235.539E-3,1.88674,2.06526,24.9778E-3,114.048E-3
1.42440,47.3452E-3,235.998E-3,1.89526,2.07279,24.9809E-3,113.855E-3
1.42580,47.5648E-3,236.457E-3,1.90378,2.08031,24.9844E-3,113.664E-3
1.42720,47.7853E-3,236.918E-3,1.91230,2.08783,24.9884E-3,113.475E-3
1.42860,48.0067E-3,237.379E-3,1.92082,2.09535,24.9928E-3,113.289E-3
1.43000,48.2289E-3,237.842E-3,1.92934,2.10287,24.9976E-3,113.103E-3
1.43140,48.4521E-3,238.306E-3,1.93786,2.11039,25.0029E-3,112.920E-3
1.43280,48.6761E-3,238.770E-3,1.94638,2.11790,25.0085E-3,112.739E-3
1.43420,48.9010E-3,239.236E-3,1.95490,2.12541,25.0146E-3,112.560E-3
1.43560,49.1268E-3,239.703E-3,1.96342,2.13293,25.0211E-3,112.382E-3
1.43700,49.3535E-3,240.170E-3,1.97193,2.14044,25.0280E-3,112.206E-3
1.43840,49.5811E-3,240.639E-3,1.98045,2.14794,25.0353E-3,112.032E-3
1.43980,49.8096E-3,241.109E-3,1.98897,2.15545,25.0429E-3,111.860E-3
1.44120,50.0390E-3,241.580E-3,1.99748,2.16295,25.0510E-3,111.690E-3
1.44260,50.2692E-3,242.052E-3,2.00600,2.17045,25.0595E-3,111.521E-3
1.44400,50.5004E-3,242.525E-3,2.01451,2.17795,25.0683E-3,111.354E-3
1.44540,50.7325E-3,242.998E-3,2.02303,2.18545,25.0775E-3,111.189E-3
1.44680,50.9656E-3,243.473E-3,2.03154,2.19295,25.0871E-3,111.026E-3
1.44820,51.1995E-3,243.949E-3,2.04006,2.20044,25.0971E-3,110.864E-3
1.44960,51.4343E-3,244.426E-3,2.04857,2.20793,25.1074E-3,110.704E-3
1.45100,51.6701E-3,244.904E-3,2.05708,2.21542,25.1182E-3,110.545E-3
1.45240,51.9067E-3,245.383E-3,2.06559,2.22291,25.1292E-3,110.388E-3
1.45380,52.1443E-3,245.863E-3,2.07410,2.23040,25.1407E-3,110.233E-3
1.45520,52.3828E-3,246.344E-3,2.08261,2.23788,25.1525E-3,110.079E-3
1.45660,52.6222E-3,246.826E-3,2.09112,2.24536,25.1646E-3,109.927E-3
1.45800,52.8626E-3,247.309E-3,2.09963,2.25284,25.1771E-3,109.777E-3
1.45940,53.1038E-3,247.793E-3,2.10813,2.26032,25.1900E-3,109.628E-3
1.46080,53.3461E-3,248.278E-3,2.11664,2.26779,25.2032E-3,109.480E-3
1.46220,53.5892E-3,248.765E-3,2.12514,2.27527,25.2167E-3,109.334E-3
1.46360,53.8333E-3,249.252E-3,2.13365,2.28274,25.2306E-3,109.190E-3
1.46500,54.0783E-3,249.740E-3,2.14215,2.29021,25.2449E-3,109.047E-3
1.46640,54.3242E-3,250.229E-3,2.15065,2.29767,25.2594E-3,108.905E-3
1.46780,54.5711E-3,250.719E-3,2.15915,2.30514,25.2743E-3,108.765E-3
1.46920,54.8189E-3,251.210E-3,2.16765,2.31260,25.2895E-3,108.627E-3
1.47060,55.0677E-3,251.703E-3,2.17615,2.32006,25.3051E-3,108.490E-3
1.47200,55.3174E-3,252.196E-3,2.18465,2.32752,25.3210E-3,108.354E-3
1.47340,55.5681E-3,252.690E-3,2.19315,2.33498,25.3371E-3,108.220E-3
1.47480,55.8197E-3,253.185E-3,2.20164,2.34243,25.3537E-3,108.087E-3
1.47620,56.0723E-3,253.682E-3,2.21014,2.34988,25.3705E-3,107.955E-3
1.47760,56.3258E-3,254.179E-3,2.21863,2.35733,25.3876E-3,107.825E-3
1.47900,56.5803E-3,254.677E-3,2.22712,2.36477,25.4051E-3,107.696E-3
1.48040,56.8357E-3,255.176E-3,2.23561,2.37222,25.4229E-3,107.569E-3
1.48180,57.0921E-3,255.677E-3,2.24410,2.37966,25.4409E-3,107.443E-3
1.48320,57.3495E-3,256.178E-3,2.25259,2.38710,25.4593E-3,107.318E-3
1.48460,57.6078E-3,256.680E-3,2.26108,2.39454,25.4780E-3,107.194E-3
1.48600,57.8671E-3,257.184E-3,2.26956,2.40197,25.4970E-3,107.072E-3
1.48740,58.1273E-3,257.688E-3,2.27805,2.40940,25.5163E-3,106.951E-3
1.48880,58.3886E-3,258.193E-3,2.28653,2.41683,25.5359E-3,106.831E-3
1.49020,58.6508E-3,258.700E-3,2.29502,2.42426,25.5557E-3,106.713E-3
1.49160,58.9140E-3,259.207E-3,2.30350,2.43169,25.5759E-3,106.596E-3
1.49300,59.1781E-3,259.716E-3,2.31198,2.43911,25.5964E-3,106.480E-3
1.49440,59.4433E-3,260.225E-3,2.32045,2.44653,25.6171E-3,106.365E-3
1.49580,59.7094E-3,260.735E-3,2.32893,2.45395,25.6381E-3,106.251E-3
1.49720,59.9765E-3,261.247E-3,2.33740,2.46136,25.6594E-3,106.139E-3
1.49860,60.2446E-3,261.759E-3,2.34588,2.46878,25.6810E-3,106.028E-3
1.50000,60.5137E-3,262.273E-3,2.35435,2.47619,25.7029E-3,105.918E-3
